ZA   1002    2H   1H(N,G) E=THERMAL: {~EGAF}    
2224.57  1  100.012  300.696  21046.3
      2223.25   100.012



ZA   1003    3H   2H(N,G) E=THERMAL: {~EGAF}    
6257.25  1  100  192678  0
      6250.24   100



ZA   2004    4HE  3HE(N,G) E=THERMAL: {~EGAF}   
20577.6  1  98.9032  2.35484e+12  5.16129e+07
      20520.5   98.9032

ZA   3007    7LI  6LI(N,G) E=THERMAL: {~EGAF}   
7249.94  2  98.9743  24867.9  13207.5
      6768.81   37.5506
      7245.91   61.4238



ZA   3008    8LI  7LI(N,G) E=THERMAL: {~EGAF}   
2032.57  2  100.017  2367.83  10940.9
      1051.9   9.80283
      2032.3   90.2145



ZA   4010   10BE  9BE(N,G) E=THERMAL: {~EGAF}   
6812.1  5  116.959  13157.9  0
      547.55   0.143421
      631.92   0.236842
      853.63   27.3684
      3443.41   12.8947
      6809.61   76.3158



ZA   5011   11B   10B(N,G) E=THERMAL: {~EGAF}   
11454.1  4  59.5372  1004  3600
      2533.35   8.3332
      4711.18   15.562
      7006.75   32.8308
      11447.8   2.8112


ZA   6013   13C   12C(N,G) E=THERMAL: {~EGAF}   
4946.31  3  110.453  28643.1  84985.8
      1261.77   35.5174
      1856.72   0.177587
      4945.3   74.7584



ZA   6014   14C   13C(N,G) E=THERMAL: {~EGAF}   
8176.61  4  88.4496  6.82482e+06  5.10949e+06
      1273.82   4.36788
      1586.91   7.5073
      2082.56   2.18394
      8174.04   74.3905



ZA   7015   15N   14N(N,G) E=THERMAL: {~EGAF}   
10833.3  18  106.17  1333.33  0
      131.59   0.0186667
      383   0.00733333
      767.82   0.068
      908.41   0.169333
      1073   0.092
      1610.75   0.0773333
      1678.28   8.4
      1681.24   1.72
      1783.61   0.26
      2261.8   0.0813333
      2520.46   5.88
      3269.41   0.0626667
      3531.98   9.46667
      3677.73   15.3333
      4508.73   17.6
      5533.4   20.6667
      5562.06   11.2
      10829.1   15.0667



ZA   8017   17O   16O(N,G) E=THERMAL: {~EGAF}   
4143.06  2  102.52  530365  7.93651e+06
      1087.75   83.7977
      3272.02   18.7219



ZA   8018   18O   17O(N,G) E=THERMAL: {~EGAF}   
8044.4  4  91.0759  4.87037e+08  3.88889e+06
      1693.1   25.3259
      2666.4   10.7148
      2946.6   18.5074
      3588.5   36.5278


