ZA   1002    2H   1H(N,G) E=THERMAL             
2224.57  1  100  1  0
      2223.24   100

ZA   1003    3H   2H(N,G) E=THERMAL             
6257.25  1  100  1  0
      6250.26   100

ZA   2004    4HE  3HE(N,G) E=THERMAL: {~EGAF}   
20577.6  1  98.9032  2.35484e+12  5.16129e+07
      20520.5   98.9032

ZA   3007    7LI  6LI(N,G) E=THERMAL            
7249.96  2  100  1  0
      6768.81   38
      7245.91   62


ZA   3008    8LI  7LI(N,G) E=THERMAL            
2032.8  2  100  1  0
      1052   10.6
      2032.5   89.4

ZA   4010   10BE  9BE(N,G) E=THERMAL            
6812.1  5  100.929  1  0
      547.55   0.124
      631.92   0.205
      853.63   23.6
      3443.41   11.1
      6809.61   65.9


ZA   5011   11B   10B(N,G) E=THERMAL: ^L^A^N^L  
11454.1  4  100.1  1  0
      2533.49   14.4
      4711.17   25.6
      7006.75   55.4
      11447.4   4.7



ZA   6013   13C   12C(N,G) E=TH                 
4946.31  3  99.99  1  0
      1261.76   32.36
      1856.72   0.16
      4945.3   67.47


ZA   6014   14C   13C(N,G) E=THERMAL            
8176.44  4  99.9  1  0
      1273.81   4.9
      1586.92   8.5
      2082.53   2.5
      8174   84


ZA   7015   15N   14N(N,G) E=THERMAL            
10833.3  18  100.691  1  0
      131.44   0.018
      383   0.007
      767.84   0.062
      908.41   0.159
      1073.02   0.088
      1610.79   0.073
      1678.29   7.96
      1681.23   1.63
      1783.63   0.247
      2261.83   0.077
      2520.44   5.58
      3269.2   0.06
      3531.98   8.94
      3677.74   14.52
      4508.73   16.71
      5533.39   19.58
      5562.06   10.68
      10829.1   14.3

ZA   8017   17O   16O(N,G) E=THERMAL            
4143.33  2  100  1  0
      1087.93   82
      3272.26   18

ZA   8018   18O   17O(N,G) E=THERMAL: {~EGAF}   
8044.4  4  91.0759  4.87037e+08  3.88889e+06
      1693.1   25.3259
      2666.4   10.7148
      2946.6   18.5074
      3588.5   36.5278

ZA   9020   20F   19F(N,G) E=TH                 
6601.35  29  100.334  10.515  0
      302.2   0.052575
      556.41   2.12403
      583.55   37.854
      662.24   1.07253
      665.2   15.6674
      791.2   0.04206
      978.19   0.641415
      1046   1.86115
      1135.38   0.094635
      1282.14   0.90429
      1318.52   0.241845
      1375.2   0.052575
      1708.52   0.27339
      2009.52   0.494205
      2229.8   0.54678
